id,product brand,product name,ottowa_price,brand id
16890,Tiffany Gates,Tiffany Gate Feta Fiesta Kale Salad,2.29,10
15091,President's Choice,Thyme,2.99,2
14742,Unknown,"Taro Root, Medium",16.46,1
14019,Unknown,Tamarinds,5.99,1
18768,Farmer's Market,Sweet Potatoes,5.99,3
14763,Unknown,Sweet Potato Crinkle Fries,7.0,1
13808,Unknown,Sweet Potato,2.49,1
14455,Renees,"Sweet Onion Vinaigrette, Pouch",0.59,11
16401,Unknown,Sweet Onion,2.73,1
13894,Unknown,Sweet Nantes Carrots,3.99,1
14766,Eat Smart,Sweet Kale Salad Kit,5.99,12
14036,Unknown,Sweet Kale Salad Family Size,17.0,1
13793,Unknown,Sweet Green Peppers,2.46,1
16905,Renees,Sweet Chili Refrigerated Dip,5.99,11
15893,Unknown,Sweet Cauliflower Tender Stems,5.99,1
15891,Unknown,Sweet Broccoli Tender Stems,5.99,1
14467,President's Choice,Sweet Baby Lettuce,4.99,2
16927,Unknown,Sweet Baby Cauliflower,3.99,1
16368,POM Wonderful,Super Tea Pomegranate Peach Passion White Tea,11.99,13
16361,Unknown,Suntech Tomato,1.76,1
14230,Dole,Sunflower Bacon Crunch Chopped Salad Kit,6.99,14
14011,Aurora,Sundried Tomatoes,2.99,15
15094,Unknown,Strawberry Parfait,5.0,1
16372,Bolthouse,Strawberry Banana,4.99,7
18123,Bolthouse,Strawberry Banana,6.99,7
13780,Unknown,Strawberries 2LB,8.99,1
14204,Unknown,"Stir Fry Vegetable Mix (Peppers,Mushrooms & Onion Mix)",6.0,1
15069,Unknown,"Steak and Blue Cheese Salad, Large",13.0,1
13908,Unknown,Steak & Blue Cheese Salad,9.0,1
17496,Unknown,Star Fruit,2.99,1
16399,Fresh Attitude,Spring Mix Salad with Toppings Single Sized,5.99,18
14743,President's Choice,Spring Mix,6.49,2
14469,President's Choice,Spring Mix,4.99,2
17482,Unknown,"Spinach, Bunched",3.49,1
17507,Marzetti,Spinach Veggie Dip,1.29,6
14202,GoodLeaf,Spicy Mustard Medley,4.79,19
15072,Farmer's Market,Spartan Apples,7.99,3
18133,Unknown,Spanish Onion,1.81,1
13893,Unknown,Spaghetti Squash,8.3,1
14234,Unknown,Southwestern Iceberg Salad with Chicken,17.0,1
13898,President's Choice,Southwest Salad Kit,6.99,2
15068,Unknown,"Sonata, Sweet Mini Peppers",3.99,1
13897,Manns,Snow Peas,5.99,17
13812,Manns,Snap Peas,5.99,17
18786,Unknown,Snap Peas,4.99,1
16903,Manns,Snap Peas,8.99,17
14041,Unknown,Snack Platter Vegetables,6.0,1
15491,Unknown,Snack Platter,8.0,1
17510,Loop,"Smoothie, Green Vibes",8.99,20
14022,Unknown,Small Cubed Cantaloupe,6.0,1
14232,PC Organics,Sliced and Whole Bistro Blend Mushrooms,6.99,21
18105,Unknown,Shanghai Bok Choy,4.22,1
15108,Unknown,Shallots,5.99,1
13864,Unknown,Seedless Watermelon Sliced,3.79,1
13884,Unknown,Seedless Watermelon Halves,7.0,1
16898,President's Choice,Seedless Lemons,5.99,2
15456,Unknown,Seeded Watermelon Halves,7.99,1
15494,Unknown,Seafood Vinaigrette Salad,4.58,1
14043,President's Choice,Sea Salt Pistachios,7.99,2
16385,President's Choice,Savory,2.99,2
15106,President's Choice,Salted California Pistachios,5.99,2
15493,President's Choice,Salted California Pistachios,10.99,2
19485,President's Choice,Salad Kit Chopped Sesame Wonton,6.99,2
15889,President's Choice,Sage,2.99,2
13803,Farmer's Market,Russet Potatoes,5.99,3
14446,Unknown,Russet Potato,2.36,1
15454,President's Choice,Ruby Little Gems Potatoes,4.99,2
13797,Unknown,Royal Gala Apples,1.15,1
15089,President's Choice,Rosemary,2.99,2
15065,Unknown,"Root Harvest Mix (cubed Parsnip, Carrots, Butternut Squash, Yams, Red Onions, Celery)",7.0,1
14466,Unknown,Romaine Salad Family Size,15.0,1
15079,President's Choice,Romaine Salad,4.49,2
16919,PC Organics,Romaine Lettuce Hearts,6.99,21
18793,Unknown,Romaine Lettuce,3.49,1
13794,Unknown,Roma Tomatoes,0.66,1
16900,No Name,"Roasted Peanuts, No Salt",6.99,22
14746,No Name,Roasted Peanuts In Shell,11.99,22
14052,Unknown,Roasted Corn & Pepper Quinoa,9.62,1
16392,Unknown,Rhubarb,6.99,1
15086,President's Choice,Red Thai Hot Peppers,4.99,2
16932,Unknown,Red Swiss Chard,3.99,1
13769,Unknown,Red Seedless Watermelon,7.99,1
14218,Unknown,Red Seeded Watermelon,12.99,1
15105,Unknown,Red Prince Apple,9.99,1
16370,Farmer's Market,Red Potatoes 10lb Bag,6.99,3
18766,President's Choice,Red Potatoes,5.99,2
19491,Unknown,Red Potatoes,1.43,1
13781,Unknown,Red Peppers,2.11,1
19484,Farmer's Market,Red Onions,5.49,3
13783,Unknown,Red Onion,2.19,1
18117,Farmer's Market,Red Grapefruit,9.99,3
13909,Unknown,Red Grapefruit,2.99,1
18784,Bolthouse,Red Goodness,6.99,7
13888,Unknown,Red Delicious Apples,1.38,1
13771,Unknown,Red Cherries,7.83,1
19492,Unknown,Red Cabbage,4.96,1
16933,Unknown,"Red Beets, Bunched",4.99,1
14482,Unknown,Red Beets,4.99,1
14439,Unknown,Red Beets,1.04,1
15075,Unknown,"Red Bananas, Bunch",3.74,1
14031,Unknown,Red Anjou Pears,1.54,1
14484,President's Choice,"Ready Veggie, Kale Blend",5.99,2
15471,No Name,"Raw, Unsalted Sunflower Seeds",2.29,22
14236,No Name,"Raw, Unsalted Pumpkin Seeds",2.29,22
14771,Greenhouse,"Raw, Organic Juice the Good",7.99,9
14033,Greenhouse,"Raw, Organic Juice Gatsby",7.99,9
15450,Greenhouse,"Raw, Organic Juice Deep Roots",7.99,9
14241,Unknown,Raspberry Pint,7.99,1
14773,Unknown,Raspberry Banana Parfait,5.0,1
17469,Unknown,Rapini,3.99,1
16908,Renees,Ranch Refrigerated Dip,5.99,11
16359,President's Choice,Ranch Pouch 44Ml,0.59,2
18134,Unknown,Radishes,2.49,1
18762,Unknown,Radish,2.99,1
18110,Unknown,Radicchio Treviso,11.0,1
16383,Unknown,Radicchio Lettuce,3.41,1
19493,Unknown,Purple Eggplants,3.13,1
14447,Unknown,Pumpernickel Snack,6.0,1
15894,Greenhouse,Probiotic Hydrator Blue Lemonade,4.99,9
14229,Unknown,Premium Sweet Kale Power Salad,9.0,1
14222,Unknown,Premium Large Vetable Platter (Minimum 24 Hours Notice Required),40.0,1
14443,Unknown,Premium Greek Classic,9.0,1
15890,Unknown,Premium Garden Vegetable With Cheese,9.0,1
14053,Unknown,Premium Garden Veg Romaine,9.0,1
14029,Unknown,Premium Chicken BLT,9.0,1
15078,Unknown,Premium Baby Spinach With Chicken,9.0,1
14769,Tiffany Gates,Potato Salad New Orleans,2.29,10
13902,President's Choice,Poppyseed Pouch 44Ml,0.59,2
18116,Unknown,Popeye Select Spinach,11.99,1
14007,Unknown,Pomegranate,3.99,1
14015,President's Choice,Poblano Hot Peppers,4.99,2
13869,Greenhouse,Plant-Based Collagen Booster Glow,3.99,9
18791,Unknown,Pitted Honey Dates,6.99,1
14762,Paramount,Pistachios No Shells Roasted Light Salt,8.99,4
15455,Paramount,Pistachios No Shells Honey Roasted,8.99,4
14216,Unknown,Pink Lady Apples,1.61,1
17502,Unknown,Pineapple/Straws Large,10.0,1
14201,Unknown,Pineapple Cubed Small,6.0,1
14213,Unknown,Pineapple Cubed Large,10.0,1
16906,Unknown,Pineapple,5.49,1
14217,Greenhouse,Pick-Me-Up For Energy Multipack,14.99,9
14046,Unknown,Physalis (Gooseberries),4.99,1
15919,President's Choice,Pencil Hot Hot Peppers,4.99,2
16405,Unknown,Pearl Onion,2.99,1
18129,Unknown,Peaches,2.47,1
16926,Farmer's Market,Peaches,8.99,3
18788,Remedy,Peach Kombucha,5.99,23
17491,GoodLeaf,Pea Shoots,4.79,19
16397,Gourmet Garden,Paste Lemongrass,5.99,24
18102,Gourmet Garden,Paste Italian Herbs,5.99,24
17472,Gourmet Garden,Paste Ginger,5.99,24
18801,Gourmet Garden,Paste Garlic,5.99,24
16396,Gourmet Garden,Paste Cilantro,5.99,24
18803,Gourmet Garden,Paste Basil,5.99,24
13910,Unknown,Passion Fruit,1.99,1
18114,Unknown,Parsnips 1lb Bag,5.99,1
13810,Unknown,Parsnip,1.92,1
17477,Unknown,Papaya,5.71,1
19480,The Little Potato Company,Oven BBQ Ready Onion Chive Potatoes,4.99,25
18119,The Little Potato Company,Oven BBQ Ready Garlic Herb Potatoes,4.99,25
14045,Unknown,Original Greek Acropolis Salad,5.73,1
14448,PC Organics,Organics Yellow Onions,4.99,21
18771,PC Organics,Organics Whole White Mushrooms,8.99,21
17473,PC Organics,Organics Whole Shitake Mushrooms,4.99,21
14013,PC Organics,Organics Whole Oyster Mushrooms,3.99,21
14044,PC Organics,Organics Whole Cremini Mushrooms,3.69,21
15109,PC Organics,Organics Whole Button Cremini Mushrooms,3.99,21
15492,PC Organics,Organics Sliced Cremini Mushrooms,3.69,21
15103,PC Organics,Organics Portobello Mushroom Caps,5.99,21
14441,PC Organics,Organics Multicolour Carrots,5.99,21
15922,PC Organics,Organics Field Greens Salad Mix,4.99,21
14205,PC Organics,Organics Baby Spinach,6.99,21
14767,PC Organics,Organics Baby Spinach,4.99,21
18128,PC Organics,Organics Baby Cut Carrots,6.49,21
18805,Unknown,"Organic, Red Kale",4.99,1
14477,PC Organics,Organic Yellow Potatoes,7.99,21
18122,PC Organics,Organic Tomato On The Vine Red (1 Bunch),7.92,21
16389,PC Organics,Organic Thyme,2.99,21
18806,Unknown,Organic Swiss Chard Greens,4.99,1
15883,PC Organics,Organic Sweet Potatoes 3lb Bag,6.99,21
16889,Unknown,Organic Strawberries 1 LB,6.99,1
14450,Greenhouse,Organic Shake Vanilla Almond Brekky,7.99,9
14039,PC Organics,Organic Red Potatoes,7.99,21
18783,COVE,Organic Raspberry Lemon Kombucha,3.99,26
14480,Unknown,Organic Raspberries 1/2 pint,5.99,1
18098,Unknown,Organic Rainbow Swiss Chard,4.99,1
16924,COVE,Organic Pink Grapefruit Smoothie,3.99,26
14206,PC Organics,Organic Peppers Mini 227G,6.99,21
16904,PC Organics,Organic Peppers,6.99,21
16931,PC Organics,Organic Mint,2.99,21
14470,PC Organics,Organic Mini Carrots 1lb Bag,3.99,21
18773,Unknown,Organic Medjool Dates,11.99,1
16379,Remedy,Organic Mango Passionfruit Kombucha,5.99,23
13885,PC Organics,Organic Lime,6.99,21
14028,PC Organics,Organic Lemons,6.99,21
18797,Unknown,Organic Leeks,5.99,1
14210,PC Organics,Organic King Oyster Sliced Mushrooms,5.99,21
18104,Unknown,Organic Iceberg Lettuce,4.99,1
16393,PC Organics,Organic Green Onions,2.29,21
18802,Unknown,Organic Green Kale,4.99,1
18106,Unknown,Organic Green Dandelion,4.99,1
15923,PC Organics,Organic Green Beans,6.99,21
14242,Unknown,Organic Grape Tomatoes,9.99,1
13895,PC Organics,Organic Granny Smith Apples,1.67,21
18790,Unknown,Organic Gold Beet Bunch,5.99,1
13811,PC Organics,Organic Garlic,3.99,21
18107,Unknown,Organic French Beans,6.49,1
14764,PC Organics,Organic Field Greens & Baby Spinach - Salad Mix,6.99,21
17468,Unknown,Organic Fennel,6.99,1
15882,PC Organics,Organic Enoki Mushrooms,4.49,21
18103,Unknown,Organic English Cucumber,3.99,1
14040,Greenhouse,Organic Dairy Free Shake Rococoa,7.99,9
16922,Unknown,Organic Curly Parsley,3.99,1
18804,PC Organics,Organic Cucumber Mini,5.99,21
15448,PC Organics,Organic Cremini Mushrooms,8.99,21
16384,Love Beets,Organic Cooked Beets,4.99,27
16394,PC Organics,Organic Cauliflower,6.99,21
18759,Unknown,Organic Carrots Bunched,4.99,1
16902,PC Organics,Organic Carrots,4.69,21
15469,PC Organics,Organic Button White Mushrooms,3.99,21
14047,PC Organics,Organic Broccoli Florets,6.99,21
18108,PC Organics,Organic Broccoli,5.99,21
15083,Greenhouse,Organic Booster Lullaby,14.99,9
14246,Greenhouse,Organic Booster Lullaby,3.99,9
14228,Greenhouse,Organic Booster Inside Job,3.99,9
14731,Greenhouse,Organic Booster Farma-C+,14.99,9
17483,Unknown,Organic Blackberries,5.99,1
14021,PC Organics,Organic Black Oyster Whole Mushrooms,3.99,21
17470,Unknown,Organic Black Kale,4.99,1
18112,Unknown,Organic Beet Bunch,5.99,1
13789,PC Organics,"Organic Bananas, Bunch",2.88,21
16910,Remedy,Org Kom Rasp Lemn 700Ml,5.99,23
14035,President's Choice,Oregano,2.99,2
13905,Unknown,Orange Wedges Small,5.0,1
16896,GoodLeaf,Ontario Spring Mix,5.99,19
13805,President's Choice,Ontario Greenhouse-Grown Strawberries,5.99,2
16893,GoodLeaf,Ontario Baby Spinach,5.99,19
13870,Paramount,No shell BBQ Pistachios,8.99,4
14032,Unknown,Nectarines,2.16,1
14774,PC Organics,Nectarine,8.99,21
16909,Farmer's Market,Navel Oranges,7.99,3
16897,Unknown,Navel Orange,2.31,1
14010,No Name,Naturally Imperfect Mixed Sweet Peppers 2.5lb Bag,7.99,22
18121,No Name,Naturally Imperfect Limes,6.99,22
13881,No Name,Naturally Imperfect Lemons 3lb Bag,5.99,22
16921,No Name,Naturally Imperfect Avocados,9.99,22
15076,PC Organics,"Mushroom White, Sliced",3.69,21
14038,Unknown,"Mushroom Kebab, 2 pack",6.0,1
14453,Unknown,"Mucci, Sundrops Tomato",3.99,1
16892,Loop,Morning Glory Juice,8.99,20
14027,Unknown,"Morel Mushrooms, Dried",12.99,1
16901,Bolthouse,Mocha Cappuccino,6.99,7
14751,President's Choice,Mixiany Cherry Tomatoes,5.99,2
14479,Farmer's Market,Mixed Peppers (6 Pack),7.99,3
14741,Unknown,Mixed Melon Cubed Large,10.0,1
15070,President's Choice,Mixed Greens,4.49,2
18777,Unknown,Mixed Fruit Parfait,5.0,1
16891,Unknown,Mixed Dried Mushrooms,5.99,1
15472,President's Choice,Mint,2.99,2
16371,Wholly Guacamole,Minis,6.99,28
15090,Unknown,Mini Seedless Watermelon,5.99,1
14730,Unknown,Mini Mexican Beef Taco Salad,5.0,1
14462,Unknown,Mini Medjools Sweet & Salty Almond,7.99,1
15880,Unknown,Mini Medjools Organic Cranberry Pistachio,9.99,1
14042,Unknown,Mini Garden Cheddar Salad,5.0,1
13802,Farmer's Market,Mini Cucumbers,4.99,3
13806,Farmer's Market,Mini Cucumbers,6.99,3
15087,Unknown,Mini Cucumbers,5.99,1
18126,Farmer's Market,Mini Carrots,2.69,3
16402,Farmer's Market,Mini Carrots,4.99,3
16895,Unknown,"Mini Bananas, Bunch",2.17,1
18785,The Little Potato Company,Microwave Ready Savoury Herb Potatoes,4.99,25
16913,The Little Potato Company,Microwave Ready Lemon and Garden Herb Potatoes,4.99,25
16377,The Little Potato Company,Microwave Ready Garlic Parsley Potatoes,4.99,25
13892,GoodLeaf,Micro Broccoli,4.79,19
14486,GoodLeaf,Micro Arugula,4.79,19
14054,Tiffany Gates,Mexican Street Corn Salad,5.7,10
13899,Farmer's Market,McIntosh Apples,5.99,3
14224,Unknown,McIntosh Apples,1.1,1
14442,Marzetti,Marzetti Chocolate Dip 250g,5.99,6
13799,Unknown,Mango,2.99,1
15926,Farmer's Market,Mandarin Oranges,4.99,3
14745,Unknown,Lunch Size Veg and Dip 600G,8.0,1
14049,Unknown,Long Eggplants (1Pack),12.76,1
15088,President's Choice,Loads Of Garlic Caesar Salad Kit,6.99,2
19490,Unknown,LoBok (Daikon Radish),3.09,1
16888,President's Choice,"Live Lettuce Trio, 2-pack",5.99,2
13882,President's Choice,"Live Lettuce Red/Green, 2-pack",5.99,2
17506,President's Choice,"Live Lettuce Green, 2-pack",5.99,2
14199,President's Choice,Live Lettuce Boston,3.49,2
13785,Unknown,Limes,0.99,1
17499,Greenhouse,Lime Lemongrass Organic Kombucha,9.99,9
15476,Greenhouse,Lime Herbal Kombucha,4.99,9
16923,Unknown,Lettuce Little Gem,5.99,1
13775,Unknown,Lettuce Iceberg,3.99,1
18120,Farmer's Market,Lemons,5.99,3
16386,Unknown,"Lemon Grass, 2 Pack",2.99,1
13778,Unknown,Lemon,0.99,1
16404,Unknown,Leeks,5.99,1
14211,Unknown,Lebanese Tabbouleh Salad,8.47,1
16899,Unknown,Lavender & Elderflower Infused Lemonade,6.0,1
15095,Unknown,Large Steak & Egg Salad,13.0,1
15077,Unknown,Large Organic Pineapple,5.99,1
14226,Unknown,Large Mexican Style Beef Taco Salad,13.0,1
13876,Unknown,Large House Salad,12.0,1
13879,Unknown,Large House Cheddar Salad,12.0,1
15063,Unknown,Large Greek Salad,12.0,1
15064,Unknown,Large Chicken Caesar Salad,12.0,1
14209,Unknown,Large Caesar Salad,12.0,1
18087,Remedy,Kombucha Wild Berry,5.99,23
18089,Remedy,Kombucha Lemon Lime & Mint,5.99,23
16912,Remedy,Kombucha Ginger Lemon,5.99,23
19488,Unknown,Kiwis,1.09,1
14472,Unknown,Kiwi Fruit,6.99,1
18101,President's Choice,Kale Slaw,4.49,2
16403,Unknown,Kale,3.99,1
14739,Bolthouse,"Juice, 100% Pomegranate",9.99,7
14020,Unknown,Jicama,3.99,1
15092,Unknown,Jalapeno Peppers,0.55,1
18787,President's Choice,Jalapeno Hot Peppers,4.99,2
16390,Unknown,Italian Eggplants,1.58,1
17489,Greenhouse,Inside Job,14.99,9
18088,Well,Ink. Lemonade Charcoal,5.99,30
16378,No Name,Imperfect Apples,7.99,22
14009,Unknown,Honeydew Melon Halves,6.0,1
16367,Unknown,Honeydew Melon,7.99,1
14238,Unknown,Honeydew Cubed Small,6.0,1
14465,Unknown,Honeycrisp Apples,1.32,1
17487,Farmer's Market,Honeycrisp Apples,11.99,3
13866,President's Choice,Honey Roasted Pistachios,7.99,2
14237,Unknown,Honey Pitted Dates,4.99,1
15110,Eat Smart,Honey Dijon Kale,6.49,12
17505,Unknown,Homestyle Coleslaw with Yogurt Dressing,2.29,1
14008,Unknown,Hibiscus & Rose Hip Infused Lemonade ,6.0,1
18115,Unknown,Heirloom Tomatoes,2.42,1
15073,Unknown,Halo Mandarin,9.99,1
14457,Unknown,Guava,7.71,1
14481,Taylor Farms,Guacamole Crunch Chopped Salad Kit,6.99,31
15071,Unknown,Grilled Chicken Caesar Salad,2.29,1
16380,Unknown,"Greenhouse Peppers, Yellow",2.2,1
16907,Unknown,"Greenhouse Peppers, Orange",2.11,1
15886,Unknown,Greenbelt Organic Super Crunch,5.99,1
16362,Unknown,Greenbelt Organic Arugula,5.99,1
15914,President's Choice,Green Thai Hot Peppers,4.99,2
18795,Unknown,Green Swiss Chard,3.99,1
13786,Unknown,Green Seedless Grapes,13.47,1
13770,Unknown,Green Onion,1.49,1
17471,Unknown,Green Leaf Lettuce,3.99,1
17494,Bolthouse,Green Goodness,4.99,7
18124,Bolthouse,Green Goodness,6.99,7
18099,Unknown,Green Garlic,5.99,1
14026,President's Choice,Green Beans,5.99,2
18760,Unknown,Green Beans,4.99,1
14051,Unknown,Greek Yogurt Parfait,5.0,1
13874,Unknown,Greek Salad Family Size,17.0,1
13790,Farmer's Market,Grape Tomatoes,3.99,3
18770,Unknown,Grape Tomatoes,5.99,1
14440,Farmer's Market,Grape Tomato 907G,6.99,3
14738,PC Organics,Granny Smith Apples 3Lb Bag,11.99,21
15066,Unknown,Granadilla,2.49,1
14235,Unknown,Golden Figs,5.99,1
14452,Unknown,Gold Cored Pineapple,6.99,1
17504,Greenhouse,Ginger Turmeric Organic Kombucha,9.99,9
14451,Greenhouse,Ginger Tumeric Kombucha,4.99,9
16373,Bolthouse,Ginger Carrot Turmeric,9.99,7
13801,Unknown,Ginger,1.85,1
14233,Unknown,Genuine Coconut Organic Coconut Topping,6.99,1
15479,Unknown,Genuine Coconut Organic Coconut Chunks,5.99,1
13807,Rooster,"Garlic Bulbs, 3-count",1.29,32
15925,Unknown,Garden Vegetable Spring Mix,9.0,1
15080,Unknown,Garden Spring Mix Salad,9.0,1
14215,Unknown,Garden Salad Mini,5.0,1
18776,President's Choice,Garden Salad,4.49,2
14768,PC Organics,Gala Apples 3Lb Bag,9.99,21
14223,Farmer's Market,Gala Apples,5.99,3
13873,PC Organics,Gala Apples,1.94,21
18132,Unknown,Fuyu Persimmon,2.49,1
14478,Unknown,Fuji Apples,1.58,1
15468,Unknown,Fruit Salad Large,10.0,1
19489,Marzetti,"Fruit Dip, Cream Cheese",5.99,6
13872,Unknown,"Fresh Thyme, 4"" Pot",4.99,1
14475,Unknown,"Fresh Rosemary, 4"" Pot",4.99,1
14220,President's Choice,Fresh Poultry Herb Blend,2.99,2
14030,Unknown,Fresh Orange Juice,6.0,1
14772,Unknown,Fresh Orange Juice,12.0,1
17501,Unknown,Fresh Orange Juice,15.0,1
14456,Unknown,"Fresh Mint, 4"" Pot",4.99,1
14460,Unknown,"Fresh Guacamole, Small",3.99,1
14203,Unknown,Fresh Green Spinach Mango Smoothie,5.99,1
18111,Unknown,"Fresh Dill, Baby",3.99,1
13863,Unknown,"Fresh Cut Fruit Salad, Small",7.0,1
16374,The Little Potato Company,Fresh Creamer Potatoes Smoked Salt,4.99,25
16364,The Little Potato Company,"Fresh Creamer Potatoes Roasted Garlic, Rosemary & Thyme",4.99,25
16934,Unknown,Fresh Coconut Young,4.99,1
18131,Unknown,Fresh Banana Strawberry Smoothie,5.99,1
14012,Unknown,"Fresh Apple, Lemon, Ginger, Turmeric Juice",13.0,1
15474,Unknown,"Fresh Apple, Carrot, Beet, Lemon Juice",7.0,1
13890,Unknown,"Fresh Apple, Blueberry, Cranberry, Mint Juice",13.0,1
16369,Renees,French Onion Refrigerated Dip,5.99,11
18113,Unknown,French Beans,5.99,1
15447,Unknown,Forelle Pears,1.21,1
14245,Unknown,Flavour Burst Sungold Golden Kiwi,7.99,1
14207,President's Choice,Fingerling Potatoes,4.99,2
13900,President's Choice,Finger Hot Hot Peppers,4.99,2
14018,Greenhouse,Fiery Ginger Juice,14.99,9
15473,Greenhouse,Fiery Ginger,3.99,9
18761,Unknown,Fennel,5.49,1
14444,Taylor Farms,Everything Ranch Salad Kit,6.99,31
13777,Farmer's Market,English Cucumber 3Ct,3.49,3
13768,Unknown,English Cucumber,1.29,1
16388,Unknown,Endive,5.99,1
13809,Farmer's Market,Empire Apples,5.99,3
15459,Unknown,Eddoes,1.32,1
14243,Loop,Early Bird Smoothie,8.99,20
13814,Unknown,Dried Porcini Mushrooms,5.99,1
14050,Renees,Dressing And Dip Caesar Light,0.59,11
16375,Litehouse,Dip Organic Ranch,5.49,35
16366,Renees,Dill Refrigerated Dip,5.99,11
14034,President's Choice,Dill,2.99,2
14231,Unknown,Deluxe Bean Salad,5.5,1
16398,Unknown,Dandelion Greens,4.99,1
16914,Bolthouse,Daily Greens,6.99,7
13907,Unknown,Curly Parsley,2.69,1
14214,Unknown,Cubanelle Peppers,1.87,1
15881,President's Choice,Creamy Greek Pouch 44Ml,0.59,2
13886,President's Choice,Creamy Golden Potatoes,3.99,2
14473,Greenhouse,Cranberry Kombucha,4.99,9
13798,Farmer's Market,Corn On The Cob,4.99,3
14458,Love Beets,Cooked Beets,4.99,27
16382,Unknown,Colossal Garlic,1.76,1
18796,Unknown,Collard Greens,3.99,1
17500,Greenhouse,Collagen Booster Glow Multipack,14.99,9
14225,President's Choice,Coleslaw,3.49,2
16917,Loop,Cold-Pressed Juice Magic Sip,8.99,20
18789,Loop,Cold-Pressed Juice Better Together Grapefruit Orange Ginger,8.99,20
14221,Unknown,Cold Pressed Lemonade,6.0,1
18094,Well,Cold Pressed Juice Played,5.99,30
17509,Well,Cold Pressed Juice Greens,5.99,30
18125,Well,Cold Pressed Juice C Well,5.99,30
16918,Well,Cold Pressed Juice Be Well,5.99,30
18090,Unknown,Coconuts,2.49,1
15067,President's Choice,Cocktail Tomatoes,4.99,2
15098,Unknown,Cobb with Cheddar Salad Mini,5.0,1
14024,Unknown,Cobb Salad with Cheddar Chips,9.0,1
15480,Tiffany Gates,Classic Coleslaw,2.29,10
15093,Wholly Guacamole,Classic Bowl,5.99,28
13788,Unknown,Cilantro,2.69,1
13868,President's Choice,Cilantro,2.99,2
13904,Wholly Guacamole,Chunky Bowl,5.99,28
14023,Taylor Farms,"Chopped Salad Kit, Thai Style Chili Mango",6.99,31
14025,Taylor Farms,"Chopped Salad Kit, Maple Bourbon Bacon",6.99,31
14048,Taylor Farms,"Chopped Salad Kit, Dill Pickle",6.99,31
17490,Taylor Farms,"Chopped Salad Kit, Buffalo Ranch",6.99,31
16376,President's Choice,Chopped Mexican Style Street Corn Salad Kit,6.99,2
15074,Earthbound Farms Organic,Chop Honey Citrus Salad,7.49,36
15097,Dole,Chop Chop Kit Teriyaki Pineapple,6.99,14
17486,Dole,Chop Chop Kit Everything Caesar,6.99,14
14208,Marzetti,Chocolate Dip Original,1.5,6
14014,President's Choice,Chives,2.99,2
16928,President's Choice,Chipotle Chop Salad Kit,6.99,2
17498,Unknown,Chicken Salad,2.29,1
14759,Unknown,Chicken Caesar Salad Mini,5.0,1
14753,Unknown,Chicken Caesar Salad Family Size,17.0,1
13889,Unknown,Chicken BLT Salad Mini,5.0,1
16406,Unknown,Chick Pea/Artichoke/Sundried Tomato Salad,7.79,1
15475,Unknown,Cherry Tomatoes,5.99,1
17485,Unknown,"Chanterelle Mushrooms, Dried",5.99,1
14464,Unknown,Cello Spinach,4.99,1
13782,Unknown,Celery Stalks,4.99,1
18798,Unknown,Celery Root,4.16,1
18097,PC Organics,Celery Hearts,6.99,21
14212,Tiffany Gates,"Cauliflower, Kale & Cranberry Salad",2.29,10
18109,President's Choice,Cauliflower Slaw,4.49,2
18800,Unknown,Cauliflower Florets,4.18,1
